"sci_name","comm_name","name_label","year","catch_mt"
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",1992,24.6124582407
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",1993,23.9782120551
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",1994,23.3203763924
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",1995,23.2229048576
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",1996,24.4931422608
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",1997,21.829105292
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",1998,21.1241806849
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",1999,20.3980870342
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2000,18.6098361873
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2001,17.2569777627
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2002,16.3102560597
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2003,15.0690388543
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2004,13.8426087678
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2005,12.7400006806
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2006,11.646764717
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2007,10.5731890224
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2008,9.1860886648
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2009,8.641431484
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2010,8.1800980253
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2011,7.6823110554
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2012,7.1772499115
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2013,6.6665034715
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2014,6.1517811213
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2015,5.6378967623
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2016,5.1176940803
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2017,4.6022970679
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2018,4.0908419923
"Epinephelus itajara","Atlantic goliath grouper","Atlantic goliath grouper
(Epinephelus itajara)",2019,3.5523494847
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1950,93
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1951,96.1
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1952,99.2
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1953,102.3
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1954,105.4
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1955,108.5
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1956,111.5999999999
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1957,114.7
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1958,117.8000000001
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1959,120.9
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1960,123.9999999999
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1961,118.5000000001
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1962,113.8842105264
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1963,109.2684210526
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1964,104.6526315789
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1965,100.0368421052
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1966,91
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1967,87.2684210527
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1968,83.5368421052
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1969,79.805263158
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1970,76.0736842105
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1971,72.3421052631
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1972,68.6105263158
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1973,64.8789473684
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1974,61.1473684211
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1975,57.4157894737
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1976,53.6842105263
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1977,49.9526315789
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1978,46.2210526315
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1979,42.4894736843
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1980,38.7578947369
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1981,35.0263157895
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1982,31.2947368421
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1983,27.5631578948
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1984,23.8315789474
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1985,20.1
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1986,22.4999999999
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1987,21.091625
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1988,19.6832500001
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1989,18.274875
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1990,16.8665000001
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1991,15.458125
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1992,14.04975
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1993,12.6413749999
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1994,11.2330000001
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1995,10.7496384225
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1996,10.9671720007
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1997,9.7743094706
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1998,9.4586688993
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",1999,9.1335495711
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2000,8.3328305349
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2001,7.7588907567
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2002,7.3656881552
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2003,6.8376063742
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2004,6.3134792501
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2005,5.8430520795
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2006,5.3741149641
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2007,4.9111137899
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2008,4.2978649085
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2009,4.0754309408
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2010,3.8920679133
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2011,3.6912917285
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2012,3.4867172537
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2013,3.278938431
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2014,3.068597146
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2015,2.857895775
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2016,2.6429540994
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2017,2.4291431537
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2018,2.2157408627
"Epinephelus striatus","Nassau grouper","Nassau grouper
(Epinephelus striatus)",2019,1.9850150352
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1950,21.0369295265
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1951,22.2068956933
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1952,22.5945726141
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1953,22.9691910583
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1954,24.3769048721
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1955,23.6792525168
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1956,25.0608493773
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1957,24.3370800688
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1958,25.692559976
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1959,24.9426737142
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1960,25.225882822
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1961,25.0638047611
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1962,25.9337276793
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1963,26.2648707878
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1964,26.5803110095
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1965,26.8800483445
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1966,27.1680623783
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1967,27.4408709734
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1968,28.7446279763
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1969,27.9408718482
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1970,28.1680641278
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1971,28.1896389525
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1972,27.1546275587
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1973,27.1501068697
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1974,27.7785384237
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1975,28.0617683749
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1976,29.032873646
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1977,30.7681619296
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1978,30.029171687
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1979,29.1232875338
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1980,29.673586393
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1981,29.2080981411
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1982,30.025936587
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1983,31.0501786537
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1984,29.5654397257
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1985,29.6332582647
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1986,30.5074804244
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1987,30.8957985125
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1988,30.5135971445
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1989,29.6301070896
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1990,29.4991745016
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1991,28.8564318678
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1992,28.1406307962
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1993,27.4154660211
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1994,26.6633302399
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1995,26.551886253
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1996,28.0042109836
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1997,24.958286841
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1998,24.1523119597
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",1999,23.3221334726
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2000,21.2775311969
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2001,28.4477306355
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2002,35.7771704633
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2003,41.9441147058
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2004,47.3974877582
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2005,52.5148874689
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2006,56.9015789488
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2007,60.5252783872
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2008,61.0887564192
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2009,66.3406602776
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2010,72.1703873904
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2011,77.6596827738
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2012,82.9924096548
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2013,88.1381955112
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2014,93.0651575017
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2015,97.791642099
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2016,102.1243145375
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2017,106.1827598474
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2018,109.8741291128
"Gerres cinereus","Yellow fin mojarra","Yellow fin mojarra
(Gerres cinereus)",2019,112.1053726173
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1950,91.8975404218
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1951,93.5863566504
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1952,95.2201406371
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1953,96.7988923822
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1954,102.7314103196
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1955,99.7912991472
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1956,105.6137526011
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1957,102.5635769452
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1958,108.2759659157
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1959,105.1157257763
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1960,106.3092518293
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1961,105.6262074533
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1962,109.2923171882
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1963,110.6878511465
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1964,112.0172085453
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1965,113.2803893844
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1966,114.4941648014
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1967,115.643860051
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1968,121.1382735673
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1969,117.7510100479
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1970,118.7084647952
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1971,118.7993874195
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1972,114.4375465405
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1973,114.418495034
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1974,117.0668894951
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1975,118.260503388
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1976,122.3530251662
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1977,129.6660377745
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1978,126.5517166486
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1979,122.7340557464
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1980,125.0531761678
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1981,123.091472463
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1982,126.5380829904
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1983,130.8545387737
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1984,124.5974144658
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1985,124.883221634
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1986,128.5674496306
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1987,130.2039356842
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1988,128.5932272795
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1989,124.8699416606
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1990,124.3181534213
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1991,121.609447882
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1992,118.5928527081
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1993,115.5367961478
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1994,112.3670758749
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1995,111.8974183036
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1996,118.0179396989
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1997,105.1815240609
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1998,101.7849100661
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",1999,98.2862949942
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2000,89.6697427112
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2001,83.8819237998
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2002,80.0254278345
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2003,74.6807043178
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2004,69.3459927924
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2005,64.5678719397
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2006,59.7727537999
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2007,55.006518268
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2008,48.5030963036
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2009,46.3712062032
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2010,44.681257931
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2011,42.790616373
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2012,40.852496463
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2013,38.8718555397
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2014,36.8540934313
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2015,34.823482106
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2016,32.7300175734
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2017,30.6362587282
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2018,28.5303427128
"Haemulon sciurus","Bluestriped grunt","Bluestriped grunt
(Haemulon sciurus)",2019,26.1743337499
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1950,21.8061602957
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1951,22.2068956933
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1952,22.5945726141
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1953,22.9691910583
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1954,24.3769048721
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1955,23.6792525168
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1956,25.0608493773
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1957,24.3370800688
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1958,25.692559976
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1959,24.9426737142
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1960,25.225882822
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1961,25.0638047611
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1962,25.9337276793
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1963,26.2648707878
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1964,26.5803110095
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1965,26.8800483445
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1966,27.1680623783
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1967,27.4408709734
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1968,28.7446279763
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1969,27.9408718482
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1970,28.1680641278
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1971,28.1896389525
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1972,27.1546275587
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1973,27.1501068697
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1974,27.7785384237
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1975,28.0617683749
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1976,29.032873646
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1977,30.7681619296
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1978,30.029171687
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1979,29.1232875338
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1980,29.673586393
"Lachnolaimus maximus","Hogfish","Hogfish
(Lachnolaimus maximus)",1981,29.2080981411
